,name,mass,fall,year,reclat,reclong,GeoLocation
15109,Grove Mountains 051886,16.75,Found,2006.0,-72.78028,75.31028,"(-72.780280, 75.310280)"
15110,Grove Mountains 051888,27.17,Found,2006.0,-72.78167,75.31833,"(-72.781670, 75.318330)"
15111,Grove Mountains 051889,19.08,Found,2006.0,-72.78028,75.33,"(-72.780280, 75.330000)"
15112,Grove Mountains 051893,16.34,Found,2006.0,-72.78093,75.313,"(-72.780930, 75.313000)"
15113,Grove Mountains 051894,13.38,Found,2006.0,-72.77861,75.32583,"(-72.778610, 75.325830)"
15114,Grove Mountains 051895,16.46,Found,2006.0,-72.78056,75.32306,"(-72.780560, 75.323060)"
15115,Grove Mountains 051897,8.59,Found,2006.0,-72.980556,75.258333,"(-72.980556, 75.258333)"
15116,Grove Mountains 051898,7.14,Found,2006.0,-72.7775,75.33083,"(-72.777500, 75.330830)"
15117,Grove Mountains 051900,8.71,Found,2006.0,-72.780278,75.319167,"(-72.780278, 75.319167)"
15118,Grove Mountains 051901,8.2,Found,2006.0,-72.7818,75.3187,"(-72.781800, 75.318700)"
15119,Grove Mountains 051902,10.58,Found,2006.0,-72.78167,75.32889,"(-72.781670, 75.328890)"
15120,Grove Mountains 051904,6.48,Found,2006.0,-72.78153,75.3171,"(-72.781530, 75.317100)"
15121,Grove Mountains 051908,5.12,Found,2006.0,-72.78056,75.32972,"(-72.780560, 75.329720)"
15122,Grove Mountains 051911,6.74,Found,2006.0,-72.77861,75.315,"(-72.778610, 75.315000)"
15123,Grove Mountains 051914,3.25,Found,2006.0,-72.78028,75.31833,"(-72.780280, 75.318330)"
15124,Grove Mountains 051924,73.47,Found,2006.0,-72.78167,75.31778,"(-72.781670, 75.317780)"
15125,Grove Mountains 051925,71.65,Found,2006.0,-72.780833,75.319167,"(-72.780833, 75.319167)"
15126,Grove Mountains 051926,51.5,Found,2006.0,-72.978611,75.255,"(-72.978611, 75.255000)"
15127,Grove Mountains 051927,51.75,Found,2006.0,-72.777778,75.322778,"(-72.777778, 75.322778)"
15128,Grove Mountains 051931,44.85,Found,2006.0,-72.77944,75.32389,"(-72.779440, 75.323890)"
15129,Grove Mountains 051932,46.15,Found,2006.0,-72.780278,75.328333,"(-72.780278, 75.328333)"
15130,Grove Mountains 051934,21.9,Found,2006.0,-72.78,75.3275,"(-72.780000, 75.327500)"
15131,Grove Mountains 051938,11.97,Found,2006.0,-72.780278,75.323333,"(-72.780278, 75.323333)"
15132,Grove Mountains 051942,5.11,Found,2006.0,-72.77889,75.31556,"(-72.778890, 75.315560)"
15133,Grove Mountains 051946,0.5,Found,2006.0,-72.77917,75.305,"(-72.779170, 75.305000)"
15134,Grove Mountains 051951,8.32,Found,2006.0,-72.77722,75.32972,"(-72.777220, 75.329720)"
15135,Grove Mountains 051956,4.94,Found,2006.0,-72.78167,75.30056,"(-72.781670, 75.300560)"
15136,Grove Mountains 051957,2.92,Found,2006.0,-72.78139,75.30167,"(-72.781390, 75.301670)"
15137,Grove Mountains 051959,2.41,Found,2006.0,-72.78139,75.30194,"(-72.781390, 75.301940)"
15138,Grove Mountains 051962,66.53,Found,2006.0,-72.77833,75.3175,"(-72.778330, 75.317500)"
15139,Grove Mountains 051971,44.91,Found,2006.0,-72.78194,75.29944,"(-72.781940, 75.299440)"
15140,Grove Mountains 051976,3.26,Found,2006.0,-72.78222,75.29944,"(-72.782220, 75.299440)"
15141,Grove Mountains 051977,1.74,Found,2006.0,-72.78222,75.29944,"(-72.782220, 75.299440)"
15142,Grove Mountains 051981,52.86,Found,2006.0,-72.978333,75.257222,"(-72.978333, 75.257222)"
15143,Grove Mountains 051985,27.92,Found,2006.0,-72.77917,75.32167,"(-72.779170, 75.321670)"
15144,Grove Mountains 051986,11.46,Found,2006.0,-72.78139,75.30333,"(-72.781390, 75.303330)"
15145,Grove Mountains 051990,2.24,Found,2006.0,-72.780833,75.305278,"(-72.780833, 75.305278)"
15146,Grove Mountains 051992,1.29,Found,2006.0,-72.780833,75.305278,"(-72.780833, 75.305278)"
15147,Grove Mountains 052000,5.12,Found,2006.0,-72.78194,75.29944,"(-72.781940, 75.299440)"
15148,Grove Mountains 052003,75.59999999999998,Found,2006.0,-72.977222,75.258611,"(-72.977222, 75.258611)"
15149,Grove Mountains 052006,48.41,Found,2006.0,-72.77889,75.31833,"(-72.778890, 75.318330)"
15150,Grove Mountains 052007,50.1,Found,2006.0,-72.77889,75.31889,"(-72.778890, 75.318890)"
15151,Grove Mountains 052011,22.72,Found,2006.0,-72.77889,75.31889,"(-72.778890, 75.318890)"
15152,Grove Mountains 052013,15.43,Found,2006.0,-72.77889,75.31889,"(-72.778890, 75.318890)"
15153,Grove Mountains 052016,1.32,Found,2006.0,-72.77889,75.31861,"(-72.778890, 75.318610)"
15154,Grove Mountains 052021,69.2,Found,2006.0,-72.78194,75.29944,"(-72.781940, 75.299440)"
15155,Grove Mountains 052022,74.48,Found,2006.0,-72.781944,75.299444,"(-72.781944, 75.299444)"
15156,Grove Mountains 052023,40.46,Found,2006.0,-72.78194,75.29944,"(-72.781940, 75.299440)"
15157,Grove Mountains 052025,28.23,Found,2006.0,-72.781944,75.299444,"(-72.781944, 75.299444)"
15158,Grove Mountains 052026,21.47,Found,2006.0,-72.78167,75.29944,"(-72.781670, 75.299440)"
15159,Grove Mountains 052027,15.64,Found,2006.0,-72.78194,75.29944,"(-72.781940, 75.299440)"
15160,Grove Mountains 052032,312.0,Found,2006.0,-72.77833,75.31806,"(-72.778330, 75.318060)"
15161,Grove Mountains 052033,294.0,Found,2006.0,-72.77833,75.31778,"(-72.778330, 75.317780)"
15162,Grove Mountains 052034,204.4,Found,2006.0,-72.77833,75.31806,"(-72.778330, 75.318060)"
15163,Grove Mountains 052037,31.74,Found,2006.0,-72.778333,75.317778,"(-72.778333, 75.317778)"
15164,Grove Mountains 052038,31.6,Found,2006.0,-72.778333,75.318056,"(-72.778333, 75.318056)"
15165,Grove Mountains 052039,29.87,Found,2006.0,-72.77833,75.31806,"(-72.778330, 75.318060)"
15166,Grove Mountains 052040,20.55,Found,2006.0,-72.77833,75.31806,"(-72.778330, 75.318060)"
15167,Grove Mountains 052041,11.52,Found,2006.0,-72.77833,75.31806,"(-72.778330, 75.318060)"
15168,Grove Mountains 052042,12.76,Found,2006.0,-72.977778,75.257778,"(-72.977778, 75.257778)"
15169,Grove Mountains 052044,6.43,Found,2006.0,-72.77833,75.31806,"(-72.778330, 75.318060)"
15170,Grove Mountains 052046,3.84,Found,2006.0,-72.77833,75.31806,"(-72.778330, 75.318060)"
15171,Grove Mountains 052049,96.7,Found,2006.0,-72.77306,75.33556,"(-72.773060, 75.335560)"
15172,Grove Mountains 052051,2.24,Found,2006.0,-72.77361,75.33556,"(-72.773610, 75.335560)"
15173,Grove Mountains 052055,1.69,Found,2006.0,-72.77417,75.33611,"(-72.774170, 75.336110)"
15174,Grove Mountains 052059,0.82,Found,2006.0,-72.774722,75.336667,"(-72.774722, 75.336667)"
15175,Grove Mountains 052073,242.0,Found,2006.0,-72.775278,75.3375,"(-72.775278, 75.337500)"
15176,Grove Mountains 052074,135.4,Found,2006.0,-72.77528,75.33806,"(-72.775280, 75.338060)"
15177,Grove Mountains 052075,78.11,Found,2006.0,-72.77444,75.34111,"(-72.774440, 75.341110)"
15178,Grove Mountains 052076,20.79,Found,2006.0,-72.77556,75.33611,"(-72.775560, 75.336110)"
15179,Grove Mountains 052078,0.76,Found,2006.0,-72.976944,75.256944,"(-72.976944, 75.256944)"
15180,Grove Mountains 052079,30.76,Found,2006.0,-72.77264,75.3422,"(-72.772640, 75.342200)"
15181,Grove Mountains 052080,49.43,Found,2006.0,-72.77583,75.33972,"(-72.775830, 75.339720)"
15182,Grove Mountains 052081,29.65,Found,2006.0,-72.77306,75.34222,"(-72.773060, 75.342220)"
15183,Grove Mountains 052082,20.35,Found,2006.0,-72.77139,75.34111,"(-72.771390, 75.341110)"
15184,Grove Mountains 052085,1.38,Found,2006.0,-72.77528,75.34194,"(-72.775280, 75.341940)"
15185,Grove Mountains 052090,0.71,Found,2006.0,-72.977778,75.261667,"(-72.977778, 75.261667)"
15186,Grove Mountains 052098,0.84,Found,2006.0,-72.775,75.339722,"(-72.775000, 75.339722)"
15187,Grove Mountains 052104,116.38,Found,2006.0,-72.77917,75.31583,"(-72.779170, 75.315830)"
15188,Grove Mountains 052105,6.85,Found,2006.0,-72.78028,75.33083,"(-72.780280, 75.330830)"
15189,Grove Mountains 052106,4.02,Found,2006.0,-72.78,75.31917,"(-72.780000, 75.319170)"
15190,Grove Mountains 052108,2.81,Found,2006.0,-72.78028,75.32722,"(-72.780280, 75.327220)"
15191,Grove Mountains 052110,2.26,Found,2006.0,-72.78,75.323611,"(-72.780000, 75.323611)"
15192,Grove Mountains 052113,0.77,Found,2006.0,-72.778889,75.326944,"(-72.778889, 75.326944)"
15193,Grove Mountains 052115,440.0,Found,2006.0,-72.772222,75.336111,"(-72.772222, 75.336111)"
15194,Grove Mountains 052116,336.0,Found,2006.0,-72.77472,75.32361,"(-72.774720, 75.323610)"
15195,Grove Mountains 052119,94.91,Found,2006.0,-72.77417,75.31611,"(-72.774170, 75.316110)"
15196,Grove Mountains 052120,70.43,Found,2006.0,-72.77667,75.32278,"(-72.776670, 75.322780)"
15197,Grove Mountains 052121,73.88,Found,2006.0,-72.9775,75.255278,"(-72.977500, 75.255278)"
15198,Grove Mountains 052123,49.73,Found,2006.0,-72.7735,75.3287,"(-72.773500, 75.328700)"
15199,Grove Mountains 052126,17.07,Found,2006.0,-72.77611,75.32639,"(-72.776110, 75.326390)"
15200,Grove Mountains 052127,20.26,Found,2006.0,-72.773333,75.34,"(-72.773333, 75.340000)"
15201,Grove Mountains 052128,26.76,Found,2006.0,-72.77352,75.3438,"(-72.773520, 75.343800)"
15202,Grove Mountains 052131,12.47,Found,2006.0,-72.77168,75.33,"(-72.771680, 75.330000)"
15203,Grove Mountains 052132,16.86,Found,2006.0,-72.77333,75.32583,"(-72.773330, 75.325830)"
15204,Grove Mountains 052133,9.35,Found,2006.0,-72.775278,75.318056,"(-72.775278, 75.318056)"
15205,Grove Mountains 052134,11.83,Found,2006.0,-72.77278,75.32944,"(-72.772780, 75.329440)"
15206,Grove Mountains 052135,12.74,Found,2006.0,-72.976389,75.267222,"(-72.976389, 75.267222)"
15207,Grove Mountains 052136,2.21,Found,2006.0,-72.775,75.33528,"(-72.775000, 75.335280)"
15208,Grove Mountains 052140,0.77,Found,2006.0,-72.775,75.335278,"(-72.775000, 75.335278)"
15209,Grove Mountains 052141,0.82,Found,2006.0,-72.775,75.335278,"(-72.775000, 75.335278)"
15210,Grove Mountains 052145,0.7,Found,2006.0,-72.775,75.335278,"(-72.775000, 75.335278)"
15211,Grove Mountains 052156,4.27,Found,2006.0,-72.77194,75.34472,"(-72.771940, 75.344720)"
15212,Grove Mountains 052159,1.2,Found,2006.0,-72.771944,75.344722,"(-72.771944, 75.344722)"
15213,Grove Mountains 052160,1.3,Found,2006.0,-72.9775,75.265278,"(-72.977500, 75.265278)"
15214,Grove Mountains 052163,0.77,Found,2006.0,-72.771944,75.344722,"(-72.771944, 75.344722)"
15215,Grove Mountains 052167,0.5,Found,2006.0,-72.77194,75.34472,"(-72.771940, 75.344720)"
15216,Grove Mountains 052173,7.76,Found,2006.0,-72.77306,75.33806,"(-72.773060, 75.338060)"
15217,Grove Mountains 052174,5.25,Found,2006.0,-72.77306,75.33806,"(-72.773060, 75.338060)"
15218,Grove Mountains 052175,4.37,Found,2006.0,-72.77306,75.33806,"(-72.773060, 75.338060)"
15219,Grove Mountains 052179,1.78,Found,2006.0,-72.77306,75.33806,"(-72.773060, 75.338060)"
15220,Grove Mountains 052183,1.84,Found,2006.0,-72.773056,75.338056,"(-72.773056, 75.338056)"
15221,Grove Mountains 052185,1.39,Found,2006.0,-72.77299,75.3382,"(-72.772990, 75.338200)"
15222,Grove Mountains 052187,1.81,Found,2006.0,-72.77306,75.33806,"(-72.773060, 75.338060)"
15223,Grove Mountains 052189,1.57,Found,2006.0,-72.77306,75.33806,"(-72.773060, 75.338060)"
15224,Grove Mountains 052191,1.19,Found,2006.0,-72.9775,75.265833,"(-72.977500, 75.265833)"
15225,Grove Mountains 052204,0.51,Found,2006.0,-72.77306,75.33806,"(-72.773060, 75.338060)"
15226,Grove Mountains 052207,5.13,Found,2006.0,-72.7725,75.34667,"(-72.772500, 75.346670)"
15227,Grove Mountains 052211,2.21,Found,2006.0,-72.7725,75.34667,"(-72.772500, 75.346670)"
15228,Grove Mountains 052214,1.76,Found,2006.0,-72.7725,75.346667,"(-72.772500, 75.346667)"
15229,Grove Mountains 052215,2.23,Found,2006.0,-72.7725,75.34667,"(-72.772500, 75.346670)"
15230,Grove Mountains 052216,0.95,Found,2006.0,-72.7725,75.346667,"(-72.772500, 75.346667)"
15231,Grove Mountains 052222,0.76,Found,2006.0,-72.771111,75.338056,"(-72.771111, 75.338056)"
15232,Grove Mountains 052232,0.51,Found,2006.0,-72.77111,75.33806,"(-72.771110, 75.338060)"
15233,Grove Mountains 052243,438.0,Found,2006.0,-72.783056,75.300278,"(-72.783056, 75.300278)"
15234,Grove Mountains 052244,414.0,Found,2006.0,-72.77917,75.31361,"(-72.779170, 75.313610)"
15235,Grove Mountains 052246,57.39,Found,2006.0,-72.77917,75.32306,"(-72.779170, 75.323060)"
15236,Grove Mountains 052248,28.46,Found,2006.0,-72.77611,75.32306,"(-72.776110, 75.323060)"
15237,Grove Mountains 052250,8.68,Found,2006.0,-72.976944,75.2675,"(-72.976944, 75.267500)"
15238,Grove Mountains 052253,2.36,Found,2006.0,-72.77611,75.32583,"(-72.776110, 75.325830)"
15239,Grove Mountains 052254,1.41,Found,2006.0,-72.77639,75.30972,"(-72.776390, 75.309720)"
15240,Grove Mountains 052256,1.55,Found,2006.0,-72.77833,75.32167,"(-72.778330, 75.321670)"
15241,Grove Mountains 052259,29.0,Found,2006.0,-72.776111,75.334444,"(-72.776111, 75.334444)"
15242,Grove Mountains 052260,21.69,Found,2006.0,-72.77611,75.33444,"(-72.776110, 75.334440)"
15243,Grove Mountains 052263,8.15,Found,2006.0,-72.77611,75.33444,"(-72.776110, 75.334440)"
15244,Grove Mountains 052265,2.26,Found,2006.0,-72.776111,75.334444,"(-72.776111, 75.334444)"
15245,Grove Mountains 052267,1.28,Found,2006.0,-72.77611,75.33444,"(-72.776110, 75.334440)"
15246,Grove Mountains 052270,3.38,Found,2006.0,-72.77806,75.32833,"(-72.778060, 75.328330)"
15247,Grove Mountains 052271,2.98,Found,2006.0,-72.977778,75.265556,"(-72.977778, 75.265556)"
15248,Grove Mountains 052272,1.83,Found,2006.0,-72.778056,75.320556,"(-72.778056, 75.320556)"
15249,Grove Mountains 052284,9.51,Found,2006.0,-72.776389,75.322222,"(-72.776389, 75.322222)"
15250,Grove Mountains 052286,6.81,Found,2006.0,-72.77778,75.30056,"(-72.777780, 75.300560)"
15251,Grove Mountains 052288,8.61,Found,2006.0,-72.778889,75.324722,"(-72.778889, 75.324722)"
15252,Grove Mountains 052290,2.93,Found,2006.0,-72.77611,75.32861,"(-72.776110, 75.328610)"
15253,Grove Mountains 052292,65.66,Found,2006.0,-72.77667,75.32194,"(-72.776670, 75.321940)"
15254,Grove Mountains 052293,44.82,Found,2006.0,-72.77944,75.31611,"(-72.779440, 75.316110)"
15255,Grove Mountains 052295,1.43,Found,2006.0,-72.77972,75.31444,"(-72.779720, 75.314440)"
15256,Grove Mountains 052298,1.27,Found,2006.0,-72.77611,75.32694,"(-72.776110, 75.326940)"
15257,Grove Mountains 052299,1.76,Found,2006.0,-72.782222,75.311667,"(-72.782222, 75.311667)"
15258,Grove Mountains 052300,1.32,Found,2006.0,-72.77667,75.31306,"(-72.776670, 75.313060)"
15259,Grove Mountains 052301,1.16,Found,2006.0,-72.979722,75.263333,"(-72.979722, 75.263333)"
15260,Grove Mountains 052302,49.93,Found,2006.0,-72.77722,75.30806,"(-72.777220, 75.308060)"
15261,Grove Mountains 052303,15.33,Found,2006.0,-72.78111,75.32833,"(-72.781110, 75.328330)"
15262,Grove Mountains 052305,9.36,Found,2006.0,-72.781667,75.323889,"(-72.781667, 75.323889)"
15263,Grove Mountains 052306,4.1,Found,2006.0,-72.78083,75.31556,"(-72.780830, 75.315560)"
15264,Grove Mountains 052308,2.13,Found,2006.0,-72.77861,75.31389,"(-72.778610, 75.313890)"
15265,Grove Mountains 052311,2.99,Found,2006.0,-72.7825,75.325,"(-72.782500, 75.325000)"
15266,Grove Mountains 052314,46.18,Found,2006.0,-72.979722,75.263611,"(-72.979722, 75.263611)"
15267,Grove Mountains 052315,30.67,Found,2006.0,-72.78,75.32833,"(-72.780000, 75.328330)"
15268,Grove Mountains 052317,12.57,Found,2006.0,-72.78,75.31972,"(-72.780000, 75.319720)"
15269,Grove Mountains 052318,12.6,Found,2006.0,-72.78,75.31972,"(-72.780000, 75.319720)"
15270,Grove Mountains 052319,21.18,Found,2006.0,-72.78,75.31972,"(-72.780000, 75.319720)"
15271,Grove Mountains 052320,22.1,Found,2006.0,-72.7775,75.326667,"(-72.777500, 75.326667)"
15272,Grove Mountains 052321,5.25,Found,2006.0,-72.77889,75.30972,"(-72.778890, 75.309720)"
15273,Grove Mountains 052328,1.39,Found,2006.0,-72.77889,75.30972,"(-72.778890, 75.309720)"
15274,Grove Mountains 052334,0.82,Found,2006.0,-72.778889,75.309722,"(-72.778889, 75.309722)"
15275,Grove Mountains 052338,0.51,Found,2006.0,-72.77889,75.30972,"(-72.778890, 75.309720)"
15276,Grove Mountains 052342,1.15,Found,2006.0,-72.78083,75.31,"(-72.780830, 75.310000)"
15277,Grove Mountains 052343,0.82,Found,2006.0,-72.780833,75.31,"(-72.780833, 75.310000)"
15278,Grove Mountains 052345,2.96,Found,2006.0,-72.78222,75.32167,"(-72.782220, 75.321670)"
15279,Grove Mountains 052346,1.75,Found,2006.0,-72.78222,75.32167,"(-72.782220, 75.321670)"
15280,Grove Mountains 052348,0.77,Found,2006.0,-72.782222,75.321667,"(-72.782222, 75.321667)"
15281,Grove Mountains 052351,0.74,Found,2006.0,-72.978056,75.260278,"(-72.978056, 75.260278)"
15282,Grove Mountains 052356,0.74,Found,2006.0,-72.783056,75.318333,"(-72.783056, 75.318333)"
15283,Grove Mountains 052357,2.79,Found,2006.0,-72.78278,75.29889,"(-72.782780, 75.298890)"
15284,Grove Mountains 052358,6.66,Found,2006.0,-72.78278,75.29889,"(-72.782780, 75.298890)"
15285,Grove Mountains 052359,2.85,Found,2006.0,-72.78278,75.29889,"(-72.782780, 75.298890)"
15286,Grove Mountains 052360,2.42,Found,2006.0,-72.78278,75.29889,"(-72.782780, 75.298890)"
15287,Grove Mountains 052361,2.6,Found,2006.0,-72.782778,75.298889,"(-72.782778, 75.298889)"
15288,Grove Mountains 052362,2.16,Found,2006.0,-72.78278,75.29889,"(-72.782780, 75.298890)"
15289,Grove Mountains 052363,1.31,Found,2006.0,-72.78278,75.29889,"(-72.782780, 75.298890)"
15290,Grove Mountains 052370,0.95,Found,2006.0,-72.9775,75.263056,"(-72.977500, 75.263056)"
15291,Grove Mountains 052372,76.64,Found,2006.0,-72.78194,75.3147,"(-72.781940, 75.314700)"
15292,Grove Mountains 052373,77.06999999999998,Found,2006.0,-72.78194,75.31472,"(-72.781940, 75.314720)"
15293,Grove Mountains 052374,45.5,Found,2006.0,-72.78194,75.31472,"(-72.781940, 75.314720)"
15294,Grove Mountains 052376,28.07,Found,2006.0,-72.781944,75.314722,"(-72.781944, 75.314722)"
15295,Grove Mountains 052377,44.81,Found,2006.0,-72.78194,75.31472,"(-72.781940, 75.314720)"
15296,Grove Mountains 052379,8.76,Found,2006.0,-72.78194,75.31472,"(-72.781940, 75.314720)"
15297,Grove Mountains 052382,1.86,Found,2006.0,-72.7875,75.27722,"(-72.787500, 75.277220)"
15298,Grove Mountains 052383,2.88,Found,2006.0,-72.7875,75.277222,"(-72.787500, 75.277222)"
15299,Grove Mountains 052387,1.76,Found,2006.0,-72.78694,75.27278,"(-72.786940, 75.272780)"
15300,Grove Mountains 052389,1.39,Found,2006.0,-72.78694,75.27278,"(-72.786940, 75.272780)"
15301,Grove Mountains 052390,1.3,Found,2006.0,-72.786944,75.272778,"(-72.786944, 75.272778)"
15302,Grove Mountains 052392,3.48,Found,2006.0,-72.78389,75.2725,"(-72.783890, 75.272500)"
15303,Grove Mountains 052398,4.04,Found,2006.0,-72.7839,75.2718,"(-72.783900, 75.271800)"
15304,Grove Mountains 052399,2.77,Found,2006.0,-72.78389,75.27167,"(-72.783890, 75.271670)"
15305,Grove Mountains 052403,1.76,Found,2006.0,-72.78389,75.27167,"(-72.783890, 75.271670)"
15306,Grove Mountains 052405,1.54,Found,2006.0,-72.78389,75.27167,"(-72.783890, 75.271670)"
15307,Grove Mountains 052406,1.16,Found,2006.0,-72.78389,75.27167,"(-72.783890, 75.271670)"
15308,Grove Mountains 052408,0.77,Found,2006.0,-72.783889,75.271667,"(-72.783889, 75.271667)"
15309,Grove Mountains 052409,0.82,Found,2006.0,-72.976389,75.263889,"(-72.976389, 75.263889)"
15310,Grove Mountains 052413,30.15,Found,2006.0,-72.77611,75.33194,"(-72.776110, 75.331940)"
15311,Grove Mountains 052415,12.12,Found,2006.0,-72.779167,75.331389,"(-72.779167, 75.331389)"
15312,Grove Mountains 052416,9.48,Found,2006.0,-72.778889,75.330556,"(-72.778889, 75.330556)"
15313,Grove Mountains 052417,14.55,Found,2006.0,-72.77833,75.33028,"(-72.778330, 75.330280)"
15314,Grove Mountains 052425,9.45,Found,2006.0,-72.781667,75.302778,"(-72.781667, 75.302778)"
15315,Grove Mountains 052429,5.11,Found,2006.0,-72.78278,75.3244,"(-72.782780, 75.324400)"
15316,Grove Mountains 052430,5.19,Found,2006.0,-72.781944,75.324167,"(-72.781944, 75.324167)"
15317,Grove Mountains 052434,5.14,Found,2006.0,-72.78194,75.32306,"(-72.781940, 75.323060)"
15318,Grove Mountains 052437,5.11,Found,2006.0,-72.781944,75.323056,"(-72.781944, 75.323056)"
15319,Grove Mountains 052440,2.85,Found,2006.0,-72.781944,75.323056,"(-72.781944, 75.323056)"
15320,Grove Mountains 052441,2.44,Found,2006.0,-72.781944,75.323056,"(-72.781944, 75.323056)"
15321,Grove Mountains 052443,2.43,Found,2006.0,-72.77828,75.3186,"(-72.778280, 75.318600)"
15322,Grove Mountains 052444,2.18,Found,2006.0,-72.979167,75.261667,"(-72.979167, 75.261667)"
15323,Grove Mountains 052445,2.98,Found,2006.0,-72.778333,75.318611,"(-72.778333, 75.318611)"
15324,Grove Mountains 052447,3.33,Found,2006.0,-72.77833,75.31861,"(-72.778330, 75.318610)"
15325,Grove Mountains 052449,1.78,Found,2006.0,-72.77833,75.31861,"(-72.778330, 75.318610)"
15326,Grove Mountains 052450,1.59,Found,2006.0,-72.778333,75.318611,"(-72.778333, 75.318611)"
15327,Grove Mountains 052453,1.94,Found,2006.0,-72.77611,75.31389,"(-72.776110, 75.313890)"
15328,Grove Mountains 052455,1.6,Found,2006.0,-72.978056,75.261944,"(-72.978056, 75.261944)"
15329,Grove Mountains 052456,1.18,Found,2006.0,-72.77611,75.31389,"(-72.776110, 75.313890)"
15330,Grove Mountains 052461,1.59,Found,2006.0,-72.776111,75.313889,"(-72.776111, 75.313889)"
15331,Grove Mountains 052463,0.66,Found,2006.0,-72.78417,75.30861,"(-72.784170, 75.308610)"
